combination_woo_id,combination_sku,combination_name,quarantine_group_ids,quarantine_reason,blocked_components,current_price,price_missing,exclusion_status,publication_allowed
7392,0504011|1252005|0614002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
9455,0504012|0724003|01619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",UD-002,PENDING_BUSINESS_REVIEW_MALFORMED_SKU,01619002 | 0504012 | 0724003,787.90,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11478,0727007A|0607007A,"13 cm, 4 cm, 80x200x13 cm, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0607007A | 0727007A,230,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11656,1245001A|0609007B,Rojo,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0609007B | 1245001A,169,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11658,1244001A|0607007A,Negro,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0607007A | 1244001A,169,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11717,0201001|0201001|1249001|1249001-1,"Crudo, Crudo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1249001 | 1249001-1,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11718,0201001|0201001|1245001|1245001-1,"Rojo, Rojo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1245001 | 1245001-1,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11719,0201001|0201001|1249001|1244001-1,"Crudo, Negro, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1244001-1 | 1249001,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11720,0201001|0201001|1249001|1245001-1,"Crudo, Rojo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1245001-1 | 1249001,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11721,0201001|0201001|1249001|1249001|0615011|0615011-1,"Crudo, Crudo, Amarillo, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0615011 | 0615011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11722,0201001|0201001|1249001|1249001|0609011|0609011-1,"Crudo, Crudo, Azul, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0609011 | 0609011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11723,0201001|0201001|1244001|1249001-1,"Negro, Crudo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1244001 | 1249001-1,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11724,0201001|0201001|1249001|1249001|0608011|0608011-1,"Crudo, Crudo, Crudo, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011 | 0608011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11725,0201001|0201001|1249001|1249001|0606011|0606011-1,"Crudo, Crudo, Granate, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0606011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11726,0201001|0201001|1244001|1245001-1,"Negro, Rojo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1244001 | 1245001-1,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11727,0201001|0201001|1249001|1249001|0616011|0616011-1,"Crudo, Crudo, Negro, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0616011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11728,0201001|0201001|1249001|1249001|0607011|0607011-1,"Crudo, Crudo, Rojo, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0607011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11729,0201001|0201001|1245001|1249001-1,"Rojo, Crudo, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1245001 | 1249001-1,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11730,0201001|0201001|1249001|1249001|0615011|0609011-1,"Crudo, Crudo, Amarillo, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0609011-1 | 0615011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11731,0201001|0201001|1245001|1244001-1,"Rojo, Negro, Sin funda, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0201001 | 1244001-1 | 1245001,499.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11732,0201001|0201001|1249001|1249001|0615011|0608011-1,"Crudo, Crudo, Amarillo, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011-1 | 0615011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11733,0201001|0201001|1249001|1249001|0615011|0606011-1,"Crudo, Crudo, Amarillo, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011-1 | 0615011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11734,0201001|0201001|1249001|1249001|0615011|0616011-1,"Crudo, Crudo, Amarillo, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0615011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11735,0201001|0201001|1249001|1249001|0615011|0607011-1,"Crudo, Crudo, Amarillo, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011-1 | 0615011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11736,0201001|0201001|1249001|1249001|0609011|0615011-1,"Crudo, Crudo, Azul, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0609011 | 0615011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11737,0201001|0201001|1249001|1249001|0609011|0608011-1,"Crudo, Crudo, Azul, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011-1 | 0609011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11738,0201001|0201001|1249001|1249001|0609011|0606011-1,"Crudo, Crudo, Azul, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011-1 | 0609011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11739,0201001|0201001|1249001|1249001|0609011|0616011-1,"Crudo, Crudo, Azul, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0609011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11740,0201001|0201001|1249001|1249001|0609011|0607011-1,"Crudo, Crudo, Azul, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011-1 | 0609011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11741,0201001|0201001|1249001|1249001|0608011|0615011-1,"Crudo, Crudo, Crudo, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011 | 0615011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11742,0201001|0201001|1249001|1249001|0608011|0609011-1,"Crudo, Crudo, Crudo, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011 | 0609011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11743,0201001|0201001|1249001|1249001|0608011|0606011-1,"Crudo, Crudo, Crudo, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011-1 | 0608011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11744,0201001|0201001|1249001|1249001|0608011|0616011-1,"Crudo, Crudo, Crudo, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11745,0201001|0201001|1249001|1249001|0608011|0607011-1,"Crudo, Crudo, Crudo, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011-1 | 0608011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11746,0201001|0201001|1249001|1249001|0606011|0615011-1,"Crudo, Crudo, Granate, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0615011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11747,0201001|0201001|1249001|1249001|0606011|0609011-1,"Crudo, Crudo, Granate, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0609011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11748,0201001|0201001|1249001|1249001|0606011|0608011-1,"Crudo, Crudo, Granate, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0608011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11749,0201001|0201001|1249001|1249001|0606011|0616011-1,"Crudo, Crudo, Granate, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11750,0201001|0201001|1249001|1249001|0606011|0607011-1,"Crudo, Crudo, Granate, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0607011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11751,0201001|0201001|1249001|1249001|0616011|0615011-1,"Crudo, Crudo, Negro, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0615011-1 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11752,0201001|0201001|1249001|1249001|0616011|0609011-1,"Crudo, Crudo, Negro, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0609011-1 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11753,0201001|0201001|1249001|1249001|0616011|0608011-1,"Crudo, Crudo, Negro, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0608011-1 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11754,0201001|0201001|1249001|1249001|0616011|0606011-1,"Crudo, Crudo, Negro, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011-1 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11755,0201001|0201001|1249001|1249001|0616011|0607011-1,"Crudo, Crudo, Negro, Rojo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011-1 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11756,0201001|0201001|1249001|1249001|0607011|0615011-1,"Crudo, Crudo, Rojo, Amarillo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0615011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11757,0201001|0201001|1249001|1249001|0607011|0609011-1,"Crudo, Crudo, Rojo, Azul",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0609011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11758,0201001|0201001|1249001|1249001|0607011|0608011-1,"Crudo, Crudo, Rojo, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0608011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11759,0201001|0201001|1249001|1249001|0607011|0606011-1,"Crudo, Crudo, Rojo, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011-1 | 0607011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
11760,0201001|0201001|1249001|1249001|0607011|0616011-1,"Crudo, Crudo, Rojo, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0616011-1 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
